x y z
-1.3506149962384737 0.03185852360112851 0.5436448917276292
-1.2401990035997095 0.24764171947027647 1.0080066436152177
-1.3070254650655044 0.16771710186398384 0.6889917402342163
-1.3750484512348966 0.595657479952185 -0.017378623242750857
-1.3901676564899248 0.05828619956427303 0.2995771393883134
-1.2727017913534724 0.3927382382468885 0.7149866647074483
-1.2772695837786139 0.8430859832707605 0.3516169143321745
-1.3996846016471949 0.2361345062661366 0.11234444003993732
-1.4293836633858332 0.03152383078872695 0.09727643907744976
-1.3459883473320988 0.2507914361023672 0.40581958183006467
-1.2767082684460305 0.5947493375224266 0.5408918748531999
-1.3615732479475962 0.25750145170968103 0.31242483112457753
-1.2362561571979944 0.3222528326627777 0.9744524210548486
-1.3929825765143735 0.31018048166907297 0.09485828169184723
-1.425378662843101 -0.3557209336321987 0.410168621742476
-1.3385600547436227 0.2758903617922048 0.42913008262946883
-1.2489561942351988 0.722695746373313 0.6023691820409734
-1.3647235730202754 0.3277887909429494 0.24189228547226033
-1.322234211782713 0.44702853161624634 0.3934545659832493
-1.2625030581172862 0.039467112792441555 1.0375390688766408
-1.3727095498101949 0.5337318945235747 0.04228721926525025
-1.4253449358152168 -0.1907015400319875 0.2867017540665592
-1.2839056896655983 0.7451070657506966 0.3874111043391828
-1.4303551329834736 0.12067342933107554 0.02496350175982065
-1.3918194623397018 0.18514288445354507 0.19515069562575127
-1.3220585260681323 0.4679493905514681 0.37877355671043267
-1.4222259551028689 -0.29365555299250845 0.3815355106629774
-1.4253144964626125 0.05300926682766738 0.10424844476800194
-1.2255335388633164 0.49395710002252136 0.9065823477922217
-1.2302029403872754 0.12325207291235252 1.157896436011033
-1.3746381748881111 -0.20883366983917226 0.5877970779949637
-1.2282239999133482 0.5807040113867423 0.8263231745438269
-1.296096834112886 -0.058142429759260955 0.9202061637213865
-1.324893331348457 0.3523125613005828 0.4493532089044713
-1.4097856450110333 0.16405107592368987 0.10908748272667851
-1.2172188702584863 0.3992526758205994 1.0246938447886262
-1.290607836019438 0.37808589932856806 0.6244389865334261
-1.3813694014930968 0.27383544245404856 0.18794045400076312
