x y z
0.11048425978241094 -0.24180990204890632 0.8432754435763321
0.33499079869756504 -0.037908633733621105 0.6907667963356456
0.12226659833490489 0.0985819437230957 0.488128429963511
0.21760071408502196 0.019119774940128842 0.5982036144111886
0.6507459426535586 -0.036151158612818035 0.7763775058391886
0.9625548916105069 -0.05094799836964764 0.8783257798045587
0.8559836717851442 0.133775949054725 0.654304173887021
0.6403004788961395 0.4055155342020093 0.3084377315573696
-0.012647739988942641 0.11219357720103745 0.4364262517768109
0.6805946266096792 0.43570348074527393 0.28781287664669697
0.2243277952396961 0.08911597478056427 0.5263654789273859
0.12314725379758806 -0.20515833448099505 0.8081912427743279
0.35601164556566434 -0.23924225617627778 0.9085806644547869
0.5390463235470716 0.13471521665239372 0.565526509103086
0.3254776081530206 0.005292014449513716 0.6426442415722793
0.5304483717617657 -0.09651054555826452 0.8066107384130872
0.5923806850788644 -0.0388344727486469 0.7630362325354908
0.5960920508194422 0.3895940096212314 0.3129567473124393
0.06025918514690598 0.15123553436760495 0.41551212985655567
0.2525209340887552 -0.30072856242375584 0.9446558128392908
0.4160473613126754 -0.24476648356828293 0.9310266497270281
0.1367974020087691 -0.14694916656325197 0.7506817147302093
0.5857090760159639 0.1442345427635135 0.5684284193722258
0.19501161518224347 0.1613219409066285 0.4422169566424515
0.08492121351879006 0.1693409918734881 0.40327940427093545
0.20110476307106068 -0.23132313965570594 0.8573345912003043
0.010271797333097132 0.13538841819636732 0.41835208065026813
0.5734731034596805 0.20813458089095926 0.49775655987128553
-0.006665608083844532 0.0703390348846894 0.4821533739055395
0.4870422588268918 -0.13130054182270112 0.8312192689918987
0.9374774340978631 -0.08889054512430808 0.9113306081398778
0.7100159889329563 0.09790183741090352 0.6516456137090934
0.8169535724764758 -0.06847606053696287 0.8564514947154243
0.2308170564493623 -0.20811521278899925 0.8411281712970484
0.49800496732624894 0.36234912501692257 0.3144746463719993
0.5408276972251947 0.012114767095556034 0.6951102815450543
0.8009059292847283 -0.11474199930779641 0.900721490813285
0.7905179121655119 -0.1399022676755229 0.9243362436335141
0.8104985552478032 0.2587977094904201 0.5100653902005882
0.37964759555542443 -0.28651436422901755 0.9649020753647142
0.3166816618319792 -0.2294021199553979 0.8873255999791094
0.1776379902276385 -0.33496843570460155 0.9599663121519577
0.03488238546071609 0.2049288067902429 0.35194744886302737
0.03346587591620326 0.02882509926312149 0.5369809098552033
0.14371519335055238 0.19758226183521788 0.389828554178724
-0.03069390045194298 0.09559736311391864 0.44890237503845304
0.4443261399904014 0.05679555473546999 0.6213342728532532
0.1406209551180307 0.11300003217358234 0.4780310996992986
0.8362887292339658 0.23475594101155978 0.542523454992377
0.157493454329852 -0.018747982983639278 0.6214267678440475
0.6978412109497341 0.38372972245928744 0.34731502690658367
0.4066576235869275 0.1981023468207776 0.46211352850626064
0.5624888345350496 0.3010001628727738 0.39693256517527764
0.8271331353404048 0.0011026693756602812 0.7860092331749351
0.5383142428956804 0.11810157810458927 0.5828168171227468
0.7680565302615057 0.13293033192348208 0.6308395594759474
0.8017968177698915 -0.025780195020088492 0.8072972290612643
0.3774915454130412 -0.27669869499337885 0.9539696044403576
0.5453674282473595 -0.13512273332274324 0.8513993151779096
0.030375009742124703 0.071578472001319 0.4911082309167911
0.7555731141032014 0.11312221222492708 0.6482384397985295
0.21528806842584391 -0.24913573312469592 0.8800187434644098
0.2241158464263397 -0.6935747720812124 0.5030669599829929
0.1864942843143243 -0.7026820490965884 0.0583768381399869
-0.02875762960643302 0.005805165360340259 0.4166305520105847
0.30245865482754164 -0.9520259971251774 0.37042153929621585
0.05843706530499604 -0.36690301126512537 -0.0555849197179924
0.21500457236603127 -0.6492088335643994 0.5730954045535941
0.12296525709006384 -0.3923867462347248 0.5502827197200532
-0.02451977443742437 -0.07072609219301795 0.17075195716022368
0.2167166174826532 -0.6471353034579492 0.599663259197015
0.14655919631211128 -0.5537497932787462 0.19158192314371814
0.11404065351663129 -0.42651195785173013 0.32281043996904557
0.20282369796625604 -0.6210152571454561 0.5479602944466657
-0.002400145342162374 -0.06122594516855398 0.44802783761046916
-0.04224737787283561 -0.02125192595009731 0.16638822362893943
0.07742940500156015 -0.20996793251001686 0.7502503196029517
0.014586787075907326 -0.13644225419751516 0.3460848880717156
0.2236835437890063 -0.7090506024463044 0.4392982314896713
0.06319202473013541 -0.3780568098904742 -0.04633819514170223
-0.0005695423016575107 -0.04517039314052501 0.5292451574998678
0.07663834700574867 -0.3640775928492371 0.1535236985763304
0.07953093199660483 -0.4520712494987298 -0.1507556868073172
0.2080782548531942 -0.5923182213216464 0.7147279118016203
0.049044072356277 -0.2074824922695377 0.4504404525178728
0.04293446401813039 -0.30998968551633543 -0.007315375074747166
-0.02203241448615567 -0.09229879610269989 0.11553006609992605
0.26571433157948326 -0.7985965697944528 0.5555560329553328
0.08125655531235648 -0.46464422376623593 -0.17993327536814324
0.12965620042331055 -0.5707363413391484 -0.05742132942771855
0.05332259397355971 -0.16951768037168746 0.6419402210686596
0.21543218839024464 -0.7372257057599149 0.2418684180627216
0.05820031448191554 -0.30502612728245165 0.17796742721460584
0.2580330610156054 -0.8576213210425425 0.24661085340890973
0.2265888775608611 -0.6513354841702952 0.6912056695922765
0.05867068862138103 -0.39403093474911893 -0.15656377308116004
0.030706139477736816 -0.29681746162531697 -0.0902913909322211
0.05334708565408097 -0.3702684296118475 -0.12388976662786128
0.13303059683027219 -0.5256663481729968 0.1513413364258633
0.021853832703444986 -0.21832256526210772 0.11280037809160073
0.13102424789884787 -0.453176648971737 0.4061118306481709
0.04439223534360964 -0.16911613660504798 0.5461648342172358
0.07904145794652984 -0.41673363839562305 -0.02123517974845751
0.19306148809125212 -0.5953327940916533 0.5395968359417559
0.17443924833443347 -0.5530692849796874 0.49796787227842865
0.1501771113138572 -0.4159190957613659 0.756987669861459
0.25362551421772106 -0.8015553195067318 0.41254176088861283
0.11223751493499107 -0.5184184570884116 -0.04756692348374797
